"File","Line","Method","What","Purpose"
"GRM_Core.lua","4520","GRM.GetReputationTextLevel ( int , bool )","Returns the text name of a rank, localized","For use on the player mouseover window to reveal player guild rank."
"GRM_Core.lua","4555","GRM.AddPlayerStatusCheck ( string , int )","Adds a player to the status check, to notify when they come Online!","Active tracking of changes within the guild on player status. Easy to notify you when someone comes online!"
"GRM_Core.lua","4613","GRM.IsOnFriendsList ( string )","Returns true if the given player is on your friends list (not battle.net friends, just WOW only)","Useful to know as if a player leaves the guild, you can add them to a friends list, and if the player does not exist, it will say"
"GRM_Core.lua","4634","GRM.SetPlayersGUIDStillValid ( string , bool )","Builds the list of players that have left the guild but are still on the server... by triggering the GUID check, when it calls it again it will be refreshed.","Reliable way to see if player is on the server -- updated in BFA to be more responsive."
"GRM_Core.lua","4657","GRM.IsPlayerStillOnServerByGUID ( string , string , bool , bool )","Returns true if the player is still on the server by checking their GUID. If no GUID info returned you can know they either deleted or transferred","Useful info to know when a player leaves or older list information."
"GRM_Core.lua","4683","GRM.ValidateBanGUIDs( string )","Checks against the given result from a Ban list GUID check and returns a list of the players whose info went missing.","To be able to update the Ban Frames with relevant info on if player is still on the server or not on the fly."
"GRM_Core.lua","4713","GRM.MiscCleanupOnLogin()","On player reload, it basically does a quick cleanup of any unfinished business","To fix actions that might have been unfinished or interrupted, but saved, so they can be cleaned up and restarted"
"GRM_Core.lua","4752","GRM.GetPlayersWithoutGUID( bool );","Gets a list of names of all players no longer in the guild who do not have GUIDs","Necessary info to pull on a player to get their GUID"
"GRM_Core.lua","4778","GRM.QueryPlayersGUIDByFriendsList ( array , int , boolean , boolean , int , int , int )","Adds players to friends list to determine their proper class and GUID","Pre-8.0 it was impossible to determine a player's GUID unless they were currently online. This is no longer the case. GUID is very useful."
"GRM_Core.lua","4928","GRM.QueryNearbyGUIDsAndUpdate();","Updates the Former Members list who don't have GUIDs","An attempt to collect GUIDs of players no longer in the guild."
"GRM_Core.lua","4990","GRM.UpdateMemberOrFormerMemberGUID ( string , string )","Updates the GUID of a former member","Ensure that the GUIDs are fully updated of banned members to make it easier to identify them if they try to return."
"GRM_Core.lua","5000","GRM.CollectGUIDsWithinGoup()","Collects the names and GUIDs of all the players in the group","For comparison to identify GUIDs"
"GRM_Core.lua","5033","GRM.BanInfo()","Gives player sufficient notication on processes","Provide education to the player of the x-realm situation."
"GRM_Core.lua","5057","GRM.DelayMinimapButtonOpen ( boolean )","Triggers the core GRM window only to open when hitting the minimap button if the player is out of combat, and then delays open if in combat.","To prevent accidental click of the minmap button if player is in combat."
"GRM_Core.lua","5097","GRM.GetChannelType ( string )","Returns the type of channel, be it guild, be it anniversary, be it whatever. This returns all social chat channel types","A helper to identify new events in relation to chat monitoring."
"GRM_Core.lua","5112","GRM.GetChatRGB ( string )","Returns the RGB color code for the given chat channel","Being able to create custom channels and match them to the player's settings is extremely useful for downstream plans."
"GRM_Core.lua","5124","GRM.GetNameWithMainTags( ( string , boolean , boolean , boolean , boolean )","On refresh or any changes on the CalenderInviteFrame it resets the main/alt tags","This needs to be handled and refreshed constantly because any changes, even with the slider, it overwrites all script handlers. So"
"GRM_Core.lua","5181","GRM.AddMainToChat ( ... )","It adds either a Main tag to the player, or if they are on an alt, includes the name of the main.","Easy to see player name in guild chat, for achievments and so on..."
"GRM_Core.lua","5264","GRM.RefreshMainTagHexCode()","Reconverts the RGB values, scales then, then converts to hexcode","So, this only needs to be configured one time on load, or when the player updates the settings."
"GRM_Core.lua","5277","GRM.GetMainTags();","Returns the table of potential main tags","For easy marking of alts/mains in gchat."
"GRM_Core.lua","5290","GRM.GetAltTags();","Returns the table of potential main tags","For easy marking of alts/mains in gchat."
"GRM_Core.lua","5303","GRM.GetCurrentMainTag()","Returns the string, properly colored, of current main tag","Quality of life UI feature showing main tags."
"GRM_Core.lua","5310","GRM.GetCurrentAltTag()","Returns the string, properly colored, of current alt tag","Quality of life UI feature showing alt tags."
"GRM_Core.lua","5317","GRM.RemoveMainAltTags ( string )","takes the name, and parses out both the string coloring and the main tag. There is ALWAYS hexcode, so ""|"" can be found.","Add Alt window has the tags added, this just retroactively removes them."
"GRM_Core.lua","5328","GRM.RemoveHexCodeColoringFromString ( string )","Removes the hexcopde coloring from any string - Example","Useful to parse out names for compatibility reasons for cross addon compatibility with the groupInfo module."
"GRM_Core.lua","5347","GRM.RemoveStringColoring(string)","Removes the HexTag Blizz uses to identify and color the text. Anything that starts with |cffxxxxxx","Clean up the texts for export so it is just plain text."
"GRM_Core.lua","5376","GRM.VersionCheck ( string )","Checks player version compared to another player's and recommends updating your version if needed","Encourage the player to keep their addon up to date!"
"GRM_Core.lua","5404","GRM.RegisterVersionCheck()","Registers the logic for comm talk between addon users to do a version check.","Version checking! Encourages the player to upgrade their addon if it is outdated!"
"GRM_Core.lua","5430","GRM.RegisterGuildAddonUsersRefresh()","Two uses. One, it checks to see if all the people on the list of users with addon installed are still online, and if not, purges them","To keep the UI up to date. It is necessary to refresh the info occasionally rather than just on login."
"GRM_Core.lua","5473","GRM.AddonUserRegister ( string , string )","Analyzes to see if the addon user communicating with you is capable of syncing with you, as you could filter them or they could filter you.","Having a UI showing who has the addon, what version, if you can sync is just useful information. Not necessary for addon functionality, but is good for Quality of Life."
"GRM_Core.lua","5617","GRM.GetNumAddonUsersOutdated()","Returns the integer count of number of addon users with outdated addons","For easier reporting when a person tries to sync with outdated version of the addon."
"GRM_Core.lua","5632","GRM.GetNumAddonUsersAvailableToSync()","Checks available sync users","Useful to know for proper communication with addon user."
"GRM_Core.lua","5648","GRM.RegisterMessage()","Registers your current sync status to other GRM users in guild.","This is kept in its own function so it can be called whenever status changes, or as requested."
"GRM_Core.lua","5707","GRM.IsNumInString(string)","Returns true if a numerical value is found in the form of a string.","Useful for player name submission, to verify if valid formatting."
"GRM_Core.lua","5723","GRM.IsValidName(string)","Returns true if the name only contains valid characters in it... based on ASCII numeric values","When player is manually adding someone to the player data, we need ot ensure only proper characters are allowed."
"GRM_Core.lua","5742","GRM.ByteRulesFollowed ( string , boolean , object [EditBox] )","It checks each char of the string for proper ASCII characters and if they are proper send messages and returns false if not, with optional error message","Certain characters if sent over Blizz's API can disconnect a character if not proper."
